DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
BOT,TUCSON BOTANICAL GARDENS,TUCSON BOTANICAL GARDENS,2150 N ALVERNON WAY,AZ,85712,5203269686,HTTP://WWW.TUCSONBOTANICAL.ORG,1217916,-110.9098,32.24872,2150 N ALVERNON WAY
HST,SANDERSON MUSEUM & VILLAGE,SANDERSON MUSEUM & VILLAGE,1305 E HATCHER RD,AZ,85020, , , ,-112.05421,33.57097,1305 E HATCHER RD
SCI,MUSEUM OF SCIENCE AND SUSTAINABILITY,MUSEUM OF SCIENCE AND SUSTAINABILITY,3130 N ARIZONA AVE 108,AZ,85225,6177232500,HTTP://WWW.MOS.ORG/VISIT-US,0,-111.86464,33.38031,1506 W JEROME AVE
HST,NAVAJO CODE TALKERS MUSEUM,NAVAJO CODE TALKERS FOUNDATION,PO BOX 1266,AZ,86515, ,HTTP://NAVAJOCODETALKERS.ORG/,0,-109.05,35.35,PO BOX 810
HST,MARICOPA COUNTY JUSTICE MUSEUM & LEARNING CENTER FOUNDATION,MARICOPA COUNTY JUSTICE MUSEUM & LEARNING CENTER FOUNDATION,LEARNING CENTER FOUNDATION 303 E PA,AZ,85004, ,HTTP://WWW.JUSTICEMUSEUM.ORG/,0,-112.07159,33.4576,125 W JEFFERSON
CMU,SCOTTSDALE CHILDREN'S MUSEUM I,SCOTTSDALE CHILDREN'S MUSEUM I,4727 E BELL RD,AZ,85032,6022530501, , ,-111.97926,33.63833,4727 E BELL RD
SCI,SCIENCE DOWNTOWN,SCIENCE DOWNTOWN,64 E BROADWAY,AZ,85701,5206228595, ,0,-110.9204,32.13943,3371 E HEMISPHERE LOOP
SCI,EARTH SCIENCE MUSEUM,EARTH SCIENCE MUSEUM,3215 W BETHANY HOME RD,AZ,85017,6029734291, ,7082,-112.12906,33.52363,3215 W BETHANY HOME RD
CMU,OVER THE RAINBOW BUTTERFLY GARDEN,OVER THE RAINBOW BUTTERFLY GARDEN INC,11315 N CRESTVIEW STREET,AZ,86004,6233269640,HTTP://WWW.OVERTHERAINBOWBUTTERFLYGARDEN.COM/,0,-111.55562,35.30352,11315 N CRESTVIEW ST
HST,MUSEUM OF TELEVISION,MUSEUM OF TELEVISION,849 N 3RD AVE,AZ,85003, ,HTTP://WWW.MUSEUMOFTV.ORG/INDEX.HTML,229263,-112.07734,33.45768,849 N 3RD AVE
BOT,RED PUEBLO MUSEUM AND HERITAGE PARK,RED PUEBLO MUSEUM AND HERITAGE PARK INC,PO BOX 455,AZ,86022,9286437777,HTTPS://WWW.FACEBOOK.COM/REDPUEBLOMUSEUM,0,-112.75448,36.90357,900 N HWY 89A
ZAW,CABEZA PRIETA NATIONAL WILD LIFE REFUGE,CABEZA PRIETA NATURAL HISTORY ASSOCIATION,PO BOX 234,AZ,85321,5203876483,HTTP://CABEZAPRIETA.ORG,0,-112.87213,32.39747,PO BOX 234
ART,SHEMER ART CENTER & MUSEUM,SHEMER ART CENTER AND MUSEUM ASSOCIATION INC SACAMA,5005 E CAMELBACK RD,AZ,85018,6022624727,HTTP://WWW.SHEMERARTCENTER.ORG/,166339,-111.97235,33.50482,5005 E CAMELBACK RD
HST,AFRICAN AMERICAN MULTICULTURAL MUSEUM,AFRICAN AMERICAN MULTICULTURAL MUSEUM,11259 E VIA LINDA SUITE 100-159,AZ,85259,4803144400,HTTP://WWW.AAMMUSEUM.ORG,0,-111.92598,33.45481, 617 NORTH SCOTTSDALE ROAD
ART,PHOENIX ART MUSEUM,PHOENIX ART MUSEUM,1625 N CENTRAL AVE,AZ,85004,6022571880,HTTP://WWW.PHXART.ORG,8402608,-112.07256,33.46697,1625 N CENTRAL AVE
SCI,LOWELL OBSERVATORY,LOWELL OBSERVATORY,1400 W MARS HILL RD,AZ,86001,9287743358, ,8056313,-111.66222,35.19935,1400 W MARS HILL RD
HST,MUSEUM OF NORTHERN ARIZONA,MUSEUM OF NORTHERN ARIZONA INC,3101 N FORT VALLEY RD,AZ,86001,9287745213,HTTP://MUSNAZ.ORG/,3464222,-111.66436,35.23431,3101 N FORT VALLEY RD
NAT,ARIZONA SONORA DESERT MUSEUM,ARIZONA SONORA DESERT MUSEUM,2021 N KINNEY RD,AZ,85743, ,HTTP://WWW.DESERTMUSEUM.ORG,8412523,-111.16237,32.24472,2021 N KINNEY RD
BOT,DESERT BOTANICAL GARDEN,DESERT BOTANICAL GARDEN,1201 N GALVIN PKWY,AZ,85008,4809411225,HTTP://WWW.DBG.ORG,14206450,-111.94167,33.46385,1201 N GALVIN PKWY
HST,ROSSON HOUSE HERITAGE SQUARE & FOUNDATION,ROSSON HOUSE HERITAGE SQUARE & FOUNDATION INC,113 N 6TH ST,AZ,85004,6022625070,HTTP://HERITAGESQUAREPHX.ORG/,293199,-112.06615,33.44954,113 N 6TH ST
ART,SEDONA ART MUSEUM,SEDONA ART MUSEUM INC,310 APPLE AVE,AZ,86336,9288210515,HTTP://SEDONAARTMUSEUM.ORG/, ,-111.79273,34.86226,310 APPLE AVE
HST,ROBERT LOUIS STEVENSON MUSEUM,ROBERT LOUIS STEVENSON MUSEUM- PRESERVATION FOUNDATION INC,7501 E MCCORMICK PKY,AZ,85258,4809988888,HTTP://RLSMUSEUM.ORG/,149569,-111.92175,33.54994,7501 E MCCORMICK PARKWAY
ART,ALWUN HOUSE FOUNDATION,ALWUN HOUSE FOUNDATION,1204 E ROOSEVELT ST,AZ,85006,6022537887,HTTP://ALWUNHOUSE.ORG/,69944,-112.05542,33.45894,1204 E ROOSEVELT ST
NAT,ARIZONA MUSEUM OF NATURAL HISTORY,ARIZONA MUSEUM OF NATURAL HISTORY FOUNDATION,53 N MACDONALD,AZ,85201,4806442230,HTTP://WWW.AZMNH.ORG,128165,-111.83358,33.41665,53 N MACDONALD
BOT,YUMA CONSERVATION GARDEN,YUMA CONSERVATION GARDEN INC,2197 S 4TH AVE STE 104,AZ,85366, , ,0,-114.62408,32.68796,2197 S 4TH AVE STE 104
HST,WOMEN'S AIRFORCE SERVICE PILOTS MUSEUM,W A S P MUSEUM INC,PO BOX 619,AZ,85346,9289275555,HTTP://WASPMUSEUM.COM/, ,-114.2174,33.66642,PO BOX 6
HST,PHOENIX POLICE MUSEUM,PHOENIX POLICE MUSEUM,17 SOUTH 2ND AVENUE 1ST FLOOR,AZ,85003,6025347278, ,135353,-112.07628,33.446,17 S 2ND AVE FL 1TH
ART,CASTANEDA MUSEUM OF ETHNIC COSTUME,CASTANEDA MUSEUM OF ETHNIC COSTUME INC,3550 E THIMBLE PEAK PL,AZ,85718,5202994129,HTTP://WWW.CASTANEDAMUSEUM.ORG,42025,-110.9168,32.32956,3550 E THIMBLE PEAK PL
ZAW,SONORAN SEA AQUARIUM,SONORAN SEA AQUARIUM,1805 S CEYLON PL,AZ,85748, , ,0,-110.77773,32.19934,1805 S CEYLON PL
NAT,HIGHLANDS CENTER FOR NATURAL HISTORY,HIGHLANDS CENTER FOR NATURAL HISTORY,1375 WALKER RD,AZ,86303,9287769550,HTTP://HIGHLANDSCENTER.ORG,720354,-112.38526,34.45536,1375 WALKER RD
ART,MUSEUM OF CONTEMPORARY ART,MUSEUM OF CONTEMPORARY ART,265 S CHURCH AVE,AZ,85701,5206245019,HTTP://WWW.MOCA-TUCSON.ORG,506133,-110.97221,32.21839,265 S CHURCH AVE
HST,SODA SPRINGS IDAHO HISTORICAL MUSEUM,SODA SPRINGS IDAHO HISTORICAL MUSEUM INC,7501 E MCCORMICK PKWY,AZ,85258, , , ,-111.59082,42.6583,PO BOX 378
CMU,HEALTH WORLD EDUCATION,HEALTH WORLD EDUCATION LTD,8601 E VIA DEL SOL DR,AZ,85255,8778056580, ,173397,-111.89545,33.68534,8601 E VIA DEL SOL DR
HST,HOUSE OF BROADCASTING,HOUSE OF BROADCASTING INC,7534 N 7TH ST,AZ,85020,6029441997,HTTP://WWW.HOUSEOFBROADCASTING.COM/,0,-111.92664,33.49852,7150 E FIFTH AVENUE
CMU,FLAGSTAFF CHILDREN'S MUSEUM,FLAGSTAFF CHILDRENS MUSEUM INCORPORATED,1817 N MEADOW LARK DR,AZ,86001, , , ,-111.64114,35.2153,1817 N MEADOW LARK DR
ART,YOUNG ARTS ARIZONA,YOUNG ARTS ARIZONA LTD,2009 N 7TH ST,AZ,85006,6028523605,HTTP://WWW.YOUNGARTSAZ.ORG,89436,-111.97454,33.52066,5741 N ECHO CANYON CIR
CMU,CHILDREN'S MUSEUM OF PHOENIX,CHILDRENS MUSEUM OF PHOENIX,215 N 7TH ST,AZ,85034,6022530501,HTTP://CHILDRENSMUSEUMOFPHOENIX.ORG/,3681237,-112.06503,33.4504,215 N 7TH ST
ZAW,RUNNIN W WILDLIFE CENTER,RUNNIN W WILDLIFE CENTER INC,PO BOX 980,AZ,86325, ,HTTP://RUNNINW.COM/ANIMAL-RECOVERY.HTML, ,-111.9241,34.72331,PO BOX 980
ART,RAICES TALLER 222 ART GALLERY & WORKSHOP,RAICES TALLER 222 ART GALLERY & WORKSHOP,218 E 6TH STREET,AZ,85705,5208815335, , ,-110.96797,32.2277,218 E 6TH STREET
HST,SCOTTSDALE MUSEUM OF NATURAL HISTORY AND CULTURAL CENTER,SCOTTSDALE MUSEUM OF NATURAL HISTORY & CULTURAL CENTER,2558 E LEHI RD,AZ,85213, , ,300,-111.77683,33.47239,2558 E LEHI RD
NAT,INTERNATIONAL ACADEMY OF NATURAL SCIENCE,THE INTERNATIONAL ACADEMY OF NATURAL SCIENCE,989 S MAIN ST STE A184,AZ,86326, , , ,-112.00484,34.72305,989 SOUTH MAIN STREET  SUITE A-181
HST,BULLION PLAZA CULTURAL CENTER & MUSEUM,BULLION PLAZA CULTURAL CENTER & MUSEUM,PO BOX 786,AZ,85539,9284733700, ,120157,-110.87103,33.39646,150 N PLAZA CIR
SCI,SCIENCE CENTER OF INQUIRY,THE SCIENCE CENTER OF INQUIRY,13225 NORTH VERDE RIVER DRIVE,AZ,85268,4808390351,HTTP://WWW.THESCIENCECENTER.ORG/,104919,-111.71713,33.60679,13225 N VERDE RIVER DRIV
ART,TUCSON MUSEUM OF ART,TUCSON MUSEUM OF ART,140 N MAIN AVE,AZ,85701,5206967450, ,2678409,-110.97539,32.22332,140 N MAIN AVE
HST,PHOENIX MUSEUM OF HISTORY,PHOENIX MUSEUM OF HISTORY,1040 E OSBORN RD UNIT 404,AZ,85014,6022532734, , ,-112.05986,33.48801,1040 E OSBORN RD UNIT 404
ART,PHOENIX AFRICAN ART MUSEUM,PHOENIX AFRICAN ART MUSEUM,1719 E PICKRELL DR,AZ,85042,6023070893, , ,-112.04534,33.36551,1719 E PICKRELL DR
ZAW,TUCSON ZOOLOGICAL SOCIETY,REID PARK ZOOLOGICAL SOCIETY,1030 S RANDOLPH WAY,AZ,85716,5208814753, ,3304365,-110.91805,32.20889,1030 S RANDOLPH WAY
HST,CAVE CREEK MUSEUM,CAVE CREEK MUSEUM INC,PO BOX 1,AZ,85327,4804882764,HTTP://CAVECREEKMUSEUM.ORG/,91392,-111.94336,33.83384,6140 E SKYLINE DR
ART,WEST VALLEY ART MUSEUM,WEST VALLEY ART MUSEUM-SUN CITIES MUSEUM OF ART INC,PO BOX 6377,AZ,85385,6239720635,HTTP://WWW.WVAM.ORG/,65974,-112.2415,33.57722,8401 W MONROE STREET
HST,JOHNSON HISTORICAL MUSEUM OF THE SOUTHWEST,JOHNSON HISTORICAL MUSEUM OF THE SOUTHWEST,12630 N 103RD AVE STE 214,AZ,85351, , ,328272,-112.28134,33.5996,12630 N 103RD AVE STE 21
BOT,GRAND CANYON NATIONAL PARK,GRAND CANYON ASSOCIATION,PO BOX 129,AZ,86023,9286387769, ,6714500,-112.13862,36.05442,PO BOX 399
BOT,PETRIFIED FOREST NATIONAL PARK,FRIENDS OF PETRIFIED FOREST NATIONAL PARK,1 PARK ROAD,AZ,86028,9285246228, ,0,-109.77972,35.06816,1 PARK RD
BOT,SAGUARO NATIONAL PARK,FRIENDS OF SAGUARO NATIONAL PARK INC,3693 S OLD SPANISH TRAIL,AZ,85730,5207335100, ,242537,-111.16237,32.24472,2700 N KINNEY RD
HST,SHILOH MUSEUM OF OZARK HISTORY,SHILOH MUSEUM OF OZARK HISTORY,118 W JOHNSON,AR,72764,4797508165,HTTP://SHILOHMUSEUM.ORG/, ,-94.13107,36.18645,118 W JOHNSON
HST,MOSAIC TEMPLARS CULTURAL CENTER,FRIENDS OF MOSAIC TEMPLARS CULTURAL CENTER INC,501 W 9TH ST,AR,72201,5016833593,HTTP://WWW.MOSAICTEMPLARSCENTER.COM,6273,-92.2651,34.74343,PO BOX 3195
NAT,MID-AMERICA MUSEUM,MID-AMERICA SCIENCE MUSEUM,400 MID-AMERICA BLVD,AR,71913, , ,1944192,-93.11695,34.51894,500 MID AMERICA BLVD
ART,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,116 FINE ARTS CENTER,AR,72467,4795755202,HTTP://WWW.UARK.EDU/404.PHP, ,-90.67934,35.84933,116 FINE ARTS CTR
ART,FORT SMITH REGIONAL ART MUSEUM,FORT SMITH REGIONAL ART MUSEUM,1601 ROGERS AVE,AR,72902,4797842787,HTTP://FSRAM.ORG/, ,-94.41512,35.38116,1601 ROGERS AVE
HST,MELBOURNE HISTORY MUSEUM,CITY OF MELBOURNE HISTORY MUSEUM,915 MAIN ST,AR,72556,8703683666, , ,-91.89038,36.05874,915 MAIN ST
ART,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART INC,600 MUSEUM WAY,AR,72712,4794185700, , ,-94.19285,36.38053,600 MUSEUM WAY
HST,PERRY COUNTY HISTORICAL MUSEUM,PERRY COUNTY HISTORICAL MUSEUM,PO BOX 1128,AR,72126,5018891571, ,0,-92.82581,34.97681,408 MAIN STREET
ART,GALLERY MINT MUSEUM,GALLERY MINT MUSEUM INC,PO BOX 706,AR,72632,4792535055, , ,-93.73889,36.3914,PO BOX 706
CMU,CHILDREN'S MUSEUM OF NORTHWEST ARKANSAS,CHILDREN'S MUSEUM OF NORTHWEST ARKANSAS,902 A S WALTON BLVD SUITE 1,AR,72712,4796969280,HTTP://WWW.AMAZEUM.ORG/,14573938,-94.20959,36.37252,110 W CENTRAL AVE
HST,MUSEUM OF NATIVE AMERICAN HISTORY,MUSEUM OF NATIVE AMERICAN HISTORY INC,202 SW 0 ST,AR,72712, ,HTTP://WWW.MONAH.US, ,-94.22155,36.36119,202 SW 0 ST
HST,MUSEUM OF THE ARKANSAS GRAND PRAIRIE,MUSEUM OF THE ARKANSAS GRAND PRAIRIE INC,921 E 4TH ST,AR,72160,8706737001,HTTP://GRANDPRAIRIEMUSEUM.ORG,146632,-91.54159,34.49924,921 E 4TH ST
ART,ARKANSAS ARTS CENTER,ARKANSAS ARTS CENTER FOUNDATION,501 E 9TH ST,AR,72202,5013724000,HTTP://WWW.ARKARTS.COM,2298256,-92.2651,34.74343,PO BOX 2137
HST,CLINTON HOUSE MUSEUM,CLINTON HOUSE MUSEUM,930 W CLINTON DR,AR,72701,4794440066,HTTP://WWW.CLINTONHOUSEMUSEUM.ORG,0,-94.17116,36.06396,930 W CLINTON DR
HST,CALICO ROCK MUSEUM FOUNDATION,CALICO ROCK MUSEUM FOUNDATION,104 MAIN ST,AR,72519,8702976100,HTTP://WWW.CALICOROCKMUSEUM.COM/,138292,-92.14076,36.11614,104 MAIN ST
BOT,RIVER VALLEY BOTANICAL GARDENS,RIVER VALLEY BOTANICAL GARDENS,4300 ROGERS AVE SUITE 26,AR,72903, , ,0,-94.38493,35.3689,4300 ROGERS AVE STE 26
HST,DELTA GATEWAY MUSEUM,DGM ASSOCIATION,210 WEST MAIN,AR,72315,8708242346,HTTP://DELTAGATEWAYMUSEUM.WEEBLY.COM,0,-89.90449,35.92751,210 W MAIN ST
ART,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS INC,425 CENTRAL AVE,AR,71913, ,HTTP://MUSEUMOFCONTEMPORARYART.COM,-106157,-90.50345,36.05613,1400 W COURT ST STE 1
HST,OLD STATES HOUSE MUSEUM,OLD STATES HOUSE MUSEUM 1836 CLUB INC,300 W MARKHAM ST,AR,72201,5013249685,HTTP://WWW.OLDSTATEHOUSE.COM,0,-92.27331,34.74858,300 W MARKHAM ST
HST,ARKANSAS AIR MUSEUM,ARKANSAS AIR AND MILITARY MUSEUM,4290 S SCHOOL AVE,AR,72701,4795214947,HTTP://WWW.ARKANSASAIRANDMILITARY.COM,97058,-94.17278,36.01731,4290 S SCHOOL AVE
ART,OZARK HERITAGE ART CENTER & MUSEUM,OZARK HERITAGE ARTS CENTER,PO BOX 217,AR,72645,8704482557, ,17108,-92.55868,35.83104,410 OAK STREET
ZAW,CROSSETT ZOO,FRIENDS OF THE CROSSETT ZOO,PO BOX 560,AR,71635,8703647732, ,0,-91.96326,33.13675,PO BOX 560
CMU,HOWARD COUNTY CHILDREN'S CENTER,HOWARD COUNTY CHILDRENS CENTER INC,1577 HIGHWAY 371 W,AR,71852,8708451211,HTTP://WWW.HOWARDCOUNTYCHILDRENSCENTER.COM/,4346136,-93.86406,33.95166,1577 HIGHWAY 371 W
HST,DALLAS COUNTY MUSEUM,DALLAS COUNTY MUSEUM INC,PO BOX 703,AR,71742,8703525262, ,64758,-92.41194,33.81207,221 N MAIN ST
SCI,ARTS AND SCIENCE CENTER FOR SOUTHEAST ARKANSAS,ARTS & SCIENCE CENTER FOR SOUTHEAST ARKANSAS ENDOWMENT FUND,701 S MAIN STREET,AR,71601,8705363375, ,107552,-92.00333,34.22274,701 S MAIN ST
HST,OZARK MILITARY MUSEUM,OZARK MILITARY MUSEUM ASSOCIATION INC,4360 S SCHOOL AVE,AR,72701,4795871941,HTTP://WWW.OZARKMILITARYMUSEUM.ORG, ,-94.17282,36.01667,4360 S SCHOOL AVE
CMU,CHILDREN'S MUSEUM OF ARKANSAS,CHILDRENS MUSEUM OF ARKANSAS INC,500 PRESIDENT CLLINTON AVE,AR,72201,5013967050, , ,-92.16606,34.70142,500 PRESIDENT CLLINTON AVE
HST,ARKANSAS COUNTRY DOCTOR MUSEUM,ARKANSAS COUNTRY DOCTOR MUSEUM,PO BOX 1004,AR,72744,4798244307,HTTP://DRMUSEUM.NET/,61281,-94.42464,35.95004,107 N STARR AVE
HST,OLD INDEPENDENCE REGIONAL MUSEUM,OLD INDEPENDENCE REGIONAL MUSEUM INC,380 S 9TH ST,AR,72501,8707932121,HTTP://WWW.OIRM.ORG,151851,-91.64454,35.77291,380 S 9TH ST
HST,VAN BUREN COUNTY HISTORICAL MUSEUM,VAN BUREN COUNTY HISTORICAL MUSEUM INC BERT STARK & GARNIE,PO BOX 1023,AR,72031,5017454066, ,0,-92.48076,35.59093,3RD AND POPLAR STREET
SCI,AVIATION CADET MUSEUM,AVIATION CADET MUSEUM INC,542 COUNTY ROAD 2073,AR,72632,4792535008,HTTP://AVIATIONCADET.COM/,96920,-93.69864,36.43483,39 COUNTY ROAD 2073
HST,CENTRAL HIGH MUSEUM,CENTRAL HIGH MUSEUM INC,2120 DAISY BATES DRIVE,AR,72202,5013741957,HTTP://WWW.NPS.GOV/CHSC/INDEX.HTM,0,-92.29731,34.73877,2120 DAISY BATES DRIVE
HST,LONOKE COUNTY MUSEUM,LONOKE COUNTY MUSEUM,PO873,AR,72086,5016766750, ,0,-91.90143,34.78382,215 FRONT ST SW
HST,HERITAGE HOUSE MUSEUM OF MONTGOMERY COUNTY,HERITAGE HOUSE MUSEUM OF MONTGOMERY COUNTY INC,PO BOX 1362,AR,71957,8708674422,HTTP://WWW.HHMMC.ORG/,47537,-93.58108,34.55149,819 LUZERNE STREET
HST,RIVER VALLEY MUSEUM OF VAN BUREN,RIVER VALLEY MUSEUM OF VAN BUREN,PO BOX 6572,AR,72956,8003325889,HTTP://WWW.ARKANSAS.COM/ATTRACTIONS/DETAIL.ASPX?ID=19056,0,-94.35076,35.43734,813 MAIN STREET
HST,EDDIE MAE HERRON CENTER,EDDIE MAE HERRON CENTER,1613 W MARR,AR,72455,8708924433, ,0,-90.97967,36.25823,1613 W MARR ST
ART,SOUTH ARKANSAS ARTS CENTER,SOUTH ARKANSAS ARTS CENTER,110 E 5TH ST,AR,71730,8625474,HTTP://WWW.SAAC-ARTS.ORG,1417396,-92.6623,33.22186,110 E 5TH ST
HST,FORT SMITH MUSEUM OF HISTORY,FORT SMITH MUSEUM OF HISTORY,320 ROGERS AVE,AR,72901,4797837841,HTTP://WWW.FORTSMITHMUSEUM.ORG/,279517,-94.42872,35.38803,320 ROGERS AVE
HST,CHIDESTER MUSEUM AND HISTORIAL ASSOCIATION,CHIDESTER MUSEUM AND HISTORIAL ASSOCIATION,132 WILLOW STREET / PO BOX 351,AR,71726, , ,0,-93.02501,33.66454,PO BOX 351
SCI,DAISY AIRGUN MUSEUM,DAISY AIRGUN MUSEUM,202 W WALNUT ST,AR,72756, ,HTTP://WWW.DAISYMUSEUM.COM,196440,-94.11757,36.33302,202 W WALNUT ST
ZAW,COVENANT FARM,COVENANT FARM INC,906 W LOUISIANA,AR,72012, , ,0,-91.89314,35.07389,906 W LOUISIANA ST
BOT,JANET HUCKABEE ARKANSAS RIVER VALLEY NATURE CENTER (AR GAME & FISH COM.),JANET HUCKABEE ARKANSAS RIVER VALLEY NATURE CENTER (AR GAME & FISH COM.),8300 WELLS LAKE ROAD,AR,72916,4794523993,HTTP://WWW.RIVERVALLEYNATURECENTER.COM, ,-94.34078,35.31944,8300 WELLS LAKE ROAD
BOT,OZARK NATURAL SCIENCE CENTER,OZARK NATURAL SCIENCE CENTER,1905 MADISON 1305,AR,72740,4797892754,HTTP://WWW.ONSC.US, ,-93.70407,36.25678,1905 MADISON 1305
HST,WESTERN PACIFIC RAILROAD MUSEUM IN PORTOLA,FEATHER RIVER RAIL SOCIETY,700 WESTERN PACIFIC WAY,CA,96122,5308324131,HTTP://WWW.WPLIVES.ORG,242992,-120.41702,39.84976,PO BOX 608
ART,WIGNALL MUSEUM AND GALLERY,WIGNALL MUSEUM AND GALLERY,5885 HAVEN AVE,CA,91737,9096526492,HTTP://WWW.CHAFFEY.EDU/WIGNALL/, ,-117.57033,34.147,5885 HAVEN AVE
SCI,YOUTH SCIENCE INSTITUTE,YOUTH SCIENCE INSTITUTE,16260 PENITENCIA CREEK RD,CA,95127,4082584322,HTTP://WWW.YSI-CA.ORG, ,-121.79339,37.39676,16260 PENITENCIA CREEK RD
ART,UC BERKELEY ART MUSEUM,UC BERKELEY ART MUSEUM,2575 BANCROFT WAY,CA,94720,5106420808,HTTP://WWW.BAMPFA.BERKELEY.EDU, ,-122.25501,37.86917,2626 BANCROFT WAY
HST,WOMENS HISTORY MUSEUM AND EDUCATION CENTER,WOMENS HISTORY RECLAMATION PROJECT INC,2323 BROADWAY,CA,92102,6192337963,HTTP://WOMENSMUSEUMCA.ORG/,152447,-117.21217,32.73884,2730 HISTORIC DECATUR ROAD SUITE 103
ART,VICTOR VALLEY MUSEUM & ART GALLERY,VICTOR VALLEY MUSEUM & ART GALLERY,11873 APPLE VALLEY RD,CA,92308,7602402111, , ,-117.24226,34.46747,11873 APPLE VALLEY RD
HST,UNDERGROUND GOLD MINERS MUSEUM,UNDERGROUND GOLD MINERS OF CALIFORNIA MUSEUM,356 MAIN ST,CA,95910,5302873330,HTTP://WWW.UNDERGROUNDGOLD.COM,0,-120.84712,39.47579,PO BOX 907
BOT,VIKINGSHOLM EMERALD BAY STATE PARK,VIKINGSHOLM EMERALD BAY STATE PARK,9999 EMERALD BAY RD,CA,96142,5305257277,HTTP://WWW.VIKINGSHOLM.COM/, ,-120.13494,39.05024,9999 EMERALD BAY RD
ART,SAN JOSE INST-CONTEMPORARY ART,SAN JOSE INST-CONTEMPORARY ART,451 S 1ST ST,CA,95113,4082838155,HTTP://SJICA.ORG/, ,-121.8855,37.32922,451 S 1ST ST
ART,SOJOURNER TRUTH ART CENTER,SOJOURNER TRUTH ART CENTER,2251 FLORIN RD,CA,95822,9163209573, , ,-121.48443,38.49666,2251 FLORIN RD
BOT,STRYBING ARBORETUM & BOTANICAL GARDENS,SAN FRANCISCO BOTANICAL GARDEN SOCIETY AT STRYBING ARBORETU,9TH AVE AT LINCOLN WAY,CA,94122,4156611316,HTTP://WWW.SFBOTANICALGARDEN.ORG/,3440774,-122.46643,37.76619,1199 9TH AVE
ART,TATTOO ART MUSEUM,TATTOO ART MUSEUM,841 COLUMBUS AVE,CA,94133,4157754991, , ,-122.41327,37.80232,841 COLUMBUS AVE
NAT,SANTA CRUZ MUSEUM OF NATURAL HISTORY,SANTA CRUZ MUSEUM OF NATURAL HISTORY,1305 EAST CLIFF DRIVE,CA,95062,8314201111,HTTP://SANTACRUZMUSEUM.ORG/,472287,-122.00979,36.96436,1305 EAST CLIFF DRIVE
CMU,TEMECULA CHILDREN'S MUSEUM,FRIENDS OF THE TEMECULA CHILDRENS MUSEUM,42081 MAIN ST,CA,92590,9513086376, ,89040,-117.14955,33.49286,42081 MAIN ST
ART,SONOMA MUSEUM OF VISUAL ART,SONOMA VALLEY MUSEUM OF ART,50 MARK WEST SPRINGS RD,CA,95403,7079397862,HTTP://WWW.SVMA.ORG,701533,-122.47206,38.29336,50 MARK WEST SPRINGS RD
HST,SANTA MONICA HISTORY MUSEUM,SANTA MONICA HISTORY MUSEUM,1350 7TH ST,CA,90401,3103952290,HTTP://SANTAMONICAHISTORY.ORG/, ,-118.49314,34.0193,1350 7TH ST
SCI,SCHREDER PLANETARIUM,SCHREDER PLANETARIUM,1644 MAGNOLIA AVE,CA,96001,5302250200,HTTP://WWW.SCHREDERPLANETARIUM.COM/PAGE.CFM?P=21, ,-122.40089,40.5803,1644 MAGNOLIA AVE
HST,SIERRA NEVADA LOGGING MUSEUM,FRIENDS OF THE LOGGING MUSEUM,2148 DUNBAR RD,CA,95223,2097956782,HTTP://SIERRALOGGINGMUSEUM.ORG,34638,-120.30555,38.28868,PO BOX 3619
ART,SAN FRANCISCO MUSEUM OF CRAFT+DESIGN,MUSEUM OF CRAFT AND DESIGN,2569 3RD ST,CA,94102,4157730303,HTTP://WWW.SFMCD.ORG,2780776,-122.38803,37.75708,2569 3RD ST
ART,PAPILLION INSTITUTE OF ART,PAPILLION INSTITUTE OF ART,1835 S MAIN ST,CA,90015,3236428402,HTTP://WWW.PAPILLIONART.COM/, ,-118.33136,34.0053,4336 DEGNAN BOULEVARD
ART,RICHARD L NELSON GALLERY,RICHARD L NELSON GALLERY,1 SHEILDS AVENUE,CA,95616,9167528500,HTTP://NELSONGALLERY.UCDAVIS.EDU/, ,-121.74756,38.53353,1 SHEILDS AVENUE
HST,RICHMOND MUSEUM OF HISTORY,RICHMOND MUSEUM ASSN INC,400 NEVIN AVE,CA,94802,5102357387, ,191484,-122.36566,37.93673,400 NEVIN AVENUE
HST,NOVATO HISTORY MUSEUM,NOVATO HISTORICAL GUILD,815 DE LONG AVE,CA,94945,4158974320,HTTP://NOVATO.ORG/ABOUT-NOVATO/ARTS-CULTURE/HISTORY-MUSEUMS-OF-NOVATO,24305,-122.56934,38.10607,922 MACHIN AVE
HST,SACRAMENTO HISTORY MUSEUM,WORLD WILDLIFE AND NATURAL HISTORY MUSEUM OF SACRAMENTO,101 EYE STREET,CA,95814,9168087059, , ,-121.50439,38.58468,101 I STREET
NAT,RAYMOND ALF MUSEUM,RAYMOND M ALF MUSEUM,1175 WEST BASELINE ROAD,CA,91711,7146442798, ,999538,-117.73957,34.12575,1175 W BASELINE RD
